instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
46081,180,NHAI-N4,,0.0,,0.0,0.01,1,EQ,NSE,NSE
47617,186,NHAI-N5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
49153,192,NHAI-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
3058945,11949,NHAI-N7,,0.0,,0.0,0.01,1,EQ,NSE,NSE
3059713,11952,NHAI-N8,,0.0,,0.0,0.01,1,EQ,NSE,NSE
3060225,11954,NHAI-N9,,0.0,,0.0,0.01,1,EQ,NSE,NSE
3072769,12003,NHAI-NA,,0.0,,0.0,0.01,1,EQ,NSE,NSE
3711233,14497,NHAI-NB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
3711745,14499,NHAI-NC,,0.0,,0.0,0.01,1,EQ,NSE,NSE
3717633,14522,NHAI-ND,,0.0,,0.0,0.01,1,EQ,NSE,NSE
3719425,14529,NHAI-NE,,0.0,,0.0,0.01,1,EQ,NSE,NSE
8183041,31965,NHBTF2014-N1,,0.0,,0.0,0.01,1,EQ,NSE,NSE
8183297,31966,NHBTF2014-N2,,0.0,,0.0,0.01,1,EQ,NSE,NSE
8183553,31967,NHBTF2014-N3,,0.0,,0.0,0.01,1,EQ,NSE,NSE
8183809,31968,NHBTF2014-N4,,0.0,,0.0,0.01,1,EQ,NSE,NSE
8184065,31969,NHBTF2014-N5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
8184321,31970,NHBTF2014-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
449025,1754,NHBTF2023-N2,,0.0,,0.0,0.01,1,EQ,NSE,NSE
450049,1758,NHBTF2023-N3,,0.0,,0.0,0.01,1,EQ,NSE,NSE
450817,1761,NHBTF2023-N4,,0.0,,0.0,0.01,1,EQ,NSE,NSE
451329,1763,NHBTF2023-N5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
451841,1765,NHBTF2023-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
452353,1767,NHBTF2023-N7,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1671937,6531,NHIT-IV,,0.0,,0.0,0.01,200000,EQ,NSE,NSE
2984449,11658,NHIT-N1,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2986241,11665,NHIT-N2,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2987265,11669,NHIT-N3,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4454401,17400,NHPC,NHPC,0.0,,0.0,0.05,1,EQ,NSE,NSE
8059393,31482,NHPC-N1,,0.0,,0.0,0.01,1,EQ,NSE,NSE
8059649,31483,NHPC-N2,,0.0,,0.0,0.01,1,EQ,NSE,NSE
8059905,31484,NHPC-N3,,0.0,,0.0,0.01,1,EQ,NSE,NSE
8060161,31485,NHPC-N4,,0.0,,0.0,0.01,1,EQ,NSE,NSE
8060417,31486,NHPC-N5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
8060673,31487,NHPC-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
102145,399,NIACL,THE NEW INDIA ASSU CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
7612673,29737,NIBL-BE,NRB INDUS. BEARINGS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1687553,6592,NIDAN-SM,NIDAN LABS AND HEALTH,0.0,,0.0,0.05,1000,EQ,NSE,NSE
4573185,17864,NIDO-N5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4573697,17866,NIDO-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
4574209,17868,NIDO-N7,,0.0,,0.0,0.01,1,EQ,NSE,NSE
7571713,29577,NIF100BEES,NIP IND ETF NIFTY 100,0.0,,0.0,0.01,1,EQ,NSE,NSE
4696833,18347,NIFMID150,UTIAMC - NIFMID150,0.0,,0.0,0.01,1,EQ,NSE,NSE
2707457,10576,NIFTYBEES,NIP IND ETF NIFTY BEES,0.0,,0.0,0.01,1,EQ,NSE,NSE
1626369,6353,NIFTYETF,MIRAEAMC - MAN50ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
2736641,10690,NIFTYQLITY,BIRLASLAMC - NIFTYQLITY,0.0,,0.0,0.01,1,EQ,NSE,NSE
2949633,11522,NIITLTD,NIIT,0.0,,0.0,0.05,1,EQ,NSE,NSE
4543233,17747,NIITMTS,NIIT LEARNING SYSTEMS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2368769,9253,NILAINFRA,NILA INFRASTRUCTURES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1907201,7450,NILASPACES-BE,NILA SPACES,0.0,,0.0,0.05,1,EQ,NSE,NSE
619777,2421,NILKAMAL,NILKAMAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
4698369,18353,NIM150INAV,UTIAMC - NIM150INAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
3634433,14197,NINSYS-BE,NINTEC SYSTEMS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2016257,7876,NIPPOBATRY-BE,INDO-NATIONAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
66817,261,NIRAJ-BE,NIRAJ CEMENT STRUC,0.0,,0.0,0.05,1,EQ,NSE,NSE
4824065,18844,NIRAJISPAT-BE,NIRAJ ISPAT IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
3768833,14722,NIRMAN-SM,NIRMAN AGRI GENTICS,0.0,,0.0,0.05,1200,EQ,NSE,NSE
3404801,13300,NITCO,NITCO,0.0,,0.0,0.05,1,EQ,NSE,NSE
3372801,13175,NITINSPIN,NITIN SPINNERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
832257,3251,NITIRAJ-BE,NITIRAJ ENGINEERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
624385,2439,NKIND,NK INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2197761,8585,NLCINDIA,NLC INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
3924993,15332,NMDC,NMDC.,0.0,,0.0,0.05,1,EQ,NSE,NSE
625153,2442,NOCIL,NOCIL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2761217,10786,NOIDATOLL,NOIDA TOLL BRIDGE CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
1064961,4160,NORBTEAEXP,NORBEN TEA & EXPORTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2305793,9007,NOVARTIND,NOVARTIS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
3322369,12978,NPBET,TATAAML - NPBET,0.0,,0.0,0.01,1,EQ,NSE,NSE
2603521,10170,NPBETINAV,NPBET INAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
1356545,5299,NPST-SM,NETWORK PEOPLE SRV TECH L,0.0,,0.0,0.05,400,EQ,NSE,NSE
5200385,20314,NRAIL,N R AGARWAL INDS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1933569,7553,NRBBEARING,NRB BEARING,0.0,,0.0,0.05,1,EQ,NSE,NSE
3500801,13675,NRL,NUPUR RECYCLERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2877185,11239,NSIL,NALWA SONS INVESTMENT,0.0,,0.0,0.05,1,EQ,NSE,NSE
3630081,14180,NSLNISP,NMDC STEEL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2977281,11630,NTPC,NTPC,0.0,,0.0,0.05,1,EQ,NSE,NSE
8130049,31758,NTPC-N1,,0.0,,0.0,0.01,1,EQ,NSE,NSE
8130561,31760,NTPC-N2,,0.0,,0.0,0.01,1,EQ,NSE,NSE
8131073,31762,NTPC-N3,,0.0,,0.0,0.01,1,EQ,NSE,NSE
8131585,31764,NTPC-N4,,0.0,,0.0,0.01,1,EQ,NSE,NSE
8132097,31766,NTPC-N5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
8132609,31768,NTPC-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1888513,7377,NTPC-N7,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2748673,10737,NTPC-N8,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2749697,10741,NTPC-N9,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2750465,10744,NTPC-NA,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2750977,10746,NTPC-NB,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2751745,10749,NTPC-NC,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2752257,10751,NTPC-ND,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2762497,10791,NUCLEUS,NUCLEUS SOFTWARE EXPORTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
601601,2350,NURECA,NURECA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1389057,5426,NUVOCO,NUVOCO VISTAS CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE
2520833,9847,NV20BEES,NIP IND ETF ETF NV20,0.0,,0.0,0.01,1,EQ,NSE,NSE
4048641,15815,NXST-RR,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1675521,6545,NYKAA,FSN E COMMERCE VENTURES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2756609,10768,OAL,ORIENTAL AROMATICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2252033,8797,OBCL,ORISSA BENGAL CARRIER,0.0,,0.0,0.05,1,EQ,NSE,NSE
5181953,20242,OBEROIRLTY,OBEROI REALTY,0.0,,0.0,0.05,1,EQ,NSE,NSE
3131137,12231,OCCL,ORIENTAL CARBN & CHEM,0.0,,0.0,0.05,1,EQ,NSE,NSE
2748929,10738,OFSS,ORACLE FIN SERV SOFT.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4464129,17438,OIL,OIL INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2075905,8109,OILCOUNTUB-BE,OIL COUNTRY TUBULAR.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2723073,10637,OLECTRA,OLECTRA GREENTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
2796033,10922,OMAXAUTO,OMAX AUTOS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3802369,14853,OMAXE,OMAXE,0.0,,0.0,0.05,1,EQ,NSE,NSE
29953,117,OMFURN-SM,OMFURN INDIA,0.0,,0.0,0.05,2000,EQ,NSE,NSE
6204161,24235,OMINFRAL-BE,OM INFRA,0.0,,0.0,0.05,1,EQ,NSE,NSE
3459841,13515,OMKARCHEM-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
6525953,25492,ONELIFECAP,ONELIFE CAP ADVISORS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2544641,9940,ONEPOINT-BE,ONE POINT ONE SOL,0.0,,0.0,0.05,1,EQ,NSE,NSE
633601,2475,ONGC,OIL AND NATURAL GAS CORP.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3911169,15278,ONMOBILE,ONMOBILE GLOBAL.,0.0,,0.0,0.05,1,EQ,NSE,NSE
635137,2481,ONWARDTEC,ONWARD TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
5496065,21469,OPTIEMUS,OPTIEMUS INFRACOM,0.0,,0.0,0.05,1,EQ,NSE,NSE
8058625,31479,ORBTEXP-BE,ORBIT EXPORTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
237825,929,ORCHPHARMA-BE,ORCHID PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4577793,17882,ORIANA-SM,ORIANA POWER,0.0,,0.0,0.05,1200,EQ,NSE,NSE
2601729,10163,ORICONENT-BE,ORICON ENTERPRISES,0.0,,0.0,0.05,1,EQ,NSE,NSE
3672577,14346,ORIENTALTL,ORIENTAL TRIMEX,0.0,,0.0,0.05,1,EQ,NSE,NSE
3655169,14278,ORIENTBELL,ORIENT BELL,0.0,,0.0,0.05,1,EQ,NSE,NSE
7702785,30089,ORIENTCEM,ORIENT CEMENT.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3357185,13114,ORIENTCER-BE,ORIENT CERATECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
760833,2972,ORIENTELEC,ORIENT ELECTRIC,0.0,,0.0,0.05,1,EQ,NSE,NSE
638209,2493,ORIENTHOT,ORIENT HOTELS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4662017,18211,ORIENTLTD-BE,ORIENT PRESS,0.0,,0.0,0.05,1,EQ,NSE,NSE
638977,2496,ORIENTPPR,ORIENT PAPER AND INDS,0.0,,0.0,0.05,1,EQ,NSE,NSE
5102337,19931,ORISSAMINE,ORISSA MIN DEV CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
3410177,13321,ORTEL-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
762881,2980,ORTINLAB-BE,ORTIN LABORATORIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2671361,10435,OSEINTRUST-IV,,0.0,,0.0,0.01,200000,EQ,NSE,NSE
3236609,12643,OSIAHYPER-BE,OSIA HYPER RETAIL,0.0,,0.0,0.05,1,EQ,NSE,NSE
643585,2514,OSWALAGRO,OSWAL AGRO MILLS,0.0,,0.0,0.05,1,EQ,NSE,NSE
120577,471,OSWALGREEN,OSWAL GREENTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
3662081,14305,OSWALSEEDS,SHREEOSWAL S AND CHE,0.0,,0.0,0.05,1,EQ,NSE,NSE
3689729,14413,PAGEIND,PAGE INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
6519809,25468,PAISALO,PAISALO DIGITAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
4402433,17197,PAKKA,PAKKA,0.0,,0.0,0.05,1,EQ,NSE,NSE
5475073,21387,PALASHSECU-BE,PALASH SECURITIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4367873,17062,PALREDTEC,PALRED TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1038081,4055,PANACEABIO,PANACEA BIOTEC,0.0,,0.0,0.05,1,EQ,NSE,NSE
4186881,16355,PANACHE-BE,PANACHE DIGILIFE,0.0,,0.0,0.05,1,EQ,NSE,NSE
6500353,25392,PANAMAPET,PANAMA PETROCHEM,0.0,,0.0,0.05,1,EQ,NSE,NSE
1574913,6152,PANSARI-BE,PANSARI DEVELOPERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1443073,5637,PAR-BE,PAR DRUGS AND CHEM,0.0,,0.0,0.05,1,EQ,NSE,NSE
3572481,13955,PARACABLES-BE,PARAMOUNT COMM,0.0,,0.0,0.05,1,EQ,NSE,NSE
2493697,9741,PARADEEP,PARADEEP PHOSPHATES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4385281,17130,PARAGMILK,PARAG MILK FOODS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1513217,5911,PARAS,PARAS DEF AND SPCE TECH L,0.0,,0.0,0.05,1,EQ,NSE,NSE
2297601,8975,PARASPETRO-BE,PARAS PETROFILS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1397761,5460,PARIN-SM,PARIN FURNITURE,0.0,,0.0,0.05,2000,EQ,NSE,NSE
3530497,13791,PARSVNATH,PARSVNATH DEVELOPER,0.0,,0.0,0.05,1,EQ,NSE,NSE
665345,2599,PARTYCRUS-SM,PARTY CRUISERS,0.0,,0.0,0.05,2000,EQ,NSE,NSE
5544193,21657,PASHUPATI-SM,PASHUPATI COTSPIN,0.0,,0.0,0.05,1600,EQ,NSE,NSE
1547521,6045,PASUPTAC,PASUPATI ACRYLON,0.0,,0.0,0.05,1,EQ,NSE,NSE
4359681,17030,PATANJALI-BE,PATANJALI FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2994945,11699,PATELENG,PATEL ENGINEERING.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3897089,15223,PATINTLOG-BE,PATEL INT. LOG.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3875073,15137,PATTECH-SM,PATTECH FITWELL TUB COM L,0.0,,0.0,0.05,3000,EQ,NSE,NSE
4145153,16192,PAVNAIND,PAVNA INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1716481,6705,PAYTM,ONE 97 COMMUNICATIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE
678145,2649,PCBL,PCBL,0.0,,0.0,0.05,1,EQ,NSE,NSE
1313793,5132,PCHFL-N5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1314305,5134,PCHFL-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1317121,5145,PCHFL-N7,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1318657,5151,PCHFL-N8,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1319681,5155,PCHFL-N9,,0.0,,0.0,0.01,1,EQ,NSE,NSE
1320961,5160,PCHFL-NA,,0.0,,0.0,0.01,1,EQ,NSE,NSE
7455745,29124,PCJEWELLER,PC JEWELLER,0.0,,0.0,0.05,1,EQ,NSE,NSE
3936513,15377,PDMJEPAPER,PUDUMJEE PAPER PRO.,0.0,,0.0,0.05,1,EQ,NSE,NSE
1347585,5264,PDSL,PDS,0.0,,0.0,0.05,1,EQ,NSE,NSE
668161,2610,PEARLPOLY,PEARL POLYMERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
617473,2412,PEL,PIRAMAL ENTERPRISES,0.0,,0.0,0.05,1,EQ,NSE,NSE
5278977,20621,PENIND,PENNAR INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
577537,2256,PENINLAND,PENINSULA LAND,0.0,,0.0,0.05,1,EQ,NSE,NSE
722689,2823,PENTAGOLD-ST,PENTA GOLD,0.0,,0.0,0.05,600,EQ,NSE,NSE
4385793,17132,PENTAGON-SM,PENTAGON RUBBER,0.0,,0.0,0.05,2000,EQ,NSE,NSE
2880001,11250,PERFECT-SM,PERFECT INFRAENGINEER,0.0,,0.0,0.05,6000,EQ,NSE,NSE
4701441,18365,PERSISTENT,PERSISTENT SYSTEMS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2905857,11351,PETRONET,PETRONET LNG,0.0,,0.0,0.05,1,EQ,NSE,NSE
3660545,14299,PFC,POWER FIN CORP.,0.0,,0.0,0.05,1,EQ,NSE,NSE
5112833,19972,PFC-N1,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5113345,19974,PFC-N2,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5113857,19976,PFC-N3,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5125633,20022,PFC-N5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5126145,20024,PFC-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5126657,20026,PFC-N7,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5127169,20028,PFC-N8,,0.0,,0.0,0.01,1,EQ,NSE,NSE
676609,2643,PFIZER,PFIZER,0.0,,0.0,0.05,1,EQ,NSE,NSE
3454977,13496,PFOCUS,PRIME FOCUS,0.0,,0.0,0.05,1,EQ,NSE,NSE
5786113,22602,PFS,PTC INDIA FIN SERV,0.0,,0.0,0.05,1,EQ,NSE,NSE
6491649,25358,PGEL,PG ELECTROPLAST,0.0,,0.0,0.05,1,EQ,NSE,NSE
648961,2535,PGHH,P&G HYGIENE & HEALTH CARE,0.0,,0.0,0.05,1,EQ,NSE,NSE
240641,940,PGHL,PROCTER & GAMBLE HEALTH L,0.0,,0.0,0.05,1,EQ,NSE,NSE
3650561,14260,PGIL,PEARL GLOBAL IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
894465,3494,PGINVIT-IV,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2972673,11612,PHANTOMFX-SM,PHANTOM DIGITAL EFF,0.0,,0.0,0.05,600,EQ,NSE,NSE
1273089,4973,PHARMABEES,NIPPONAMC - NETFPHARMA,0.0,,0.0,0.01,1,EQ,NSE,NSE
2598145,10149,PHARMAINAV,PHARMABEES INAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
3725313,14552,PHOENIXLTD,THE PHOENIX MILLS,0.0,,0.0,0.05,1,EQ,NSE,NSE
681985,2664,PIDILITIND,PIDILITE INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4026881,15730,PIGL-BE,POWER INSTRUMENT (G),0.0,,0.0,0.05,1,EQ,NSE,NSE
6191105,24184,PIIND,PI INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2929921,11445,PILANIINVS,PILANI INV & IND COR,0.0,,0.0,0.05,1,EQ,NSE,NSE
7894529,30838,PILITA-BE,PIL ITALICA LIFESTYLE,0.0,,0.0,0.05,1,EQ,NSE,NSE
3446529,13463,PIONEEREMB,PIONEER EMBROIDERIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
3618305,14134,PITTIENG,PITTI ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE
2326273,9087,PIXTRANS,PIX TRANSMISSIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2641409,10318,PKTEA-BE,THE P K TEA PROD CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
3563521,13920,PLASTIBLEN,PLASTIBLENDS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2730497,10666,PNB,PUNJAB NATIONAL BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
2236417,8736,PNBGILTS,PNB GILTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4840449,18908,PNBHOUSING,PNB HOUSING FIN.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2391553,9342,PNC,PRITISH NANDY COMMUNICATI,0.0,,0.0,0.05,1,EQ,NSE,NSE
2402561,9385,PNCINFRA,PNC INFRATECH.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3682561,14385,POCL,PONDY OXIDES & CHEM,0.0,,0.0,0.05,1,EQ,NSE,NSE
5234177,20446,PODDARHOUS,PODDAR HOUSE & DVPT,0.0,,0.0,0.05,1,EQ,NSE,NSE
4873217,19036,PODDARMENT,PODDAR PIGMENTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4518657,17651,POKARNA,POKARNA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1703937,6656,POLICYBZR,PB FINTECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
2455041,9590,POLYCAB,POLYCAB INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
6583809,25718,POLYMED,POLY MEDICURE,0.0,,0.0,0.05,1,EQ,NSE,NSE
687873,2687,POLYPLEX,POLYPLEX CORPORATION,0.0,,0.0,0.05,1,EQ,NSE,NSE
2729217,10661,PONNIERODE,PONNIE SUGARS (ERODE),0.0,,0.0,0.05,1,EQ,NSE,NSE
2919169,11403,POONAWALLA,POONAWALLA FINCORP,0.0,,0.0,0.05,1,EQ,NSE,NSE
2547201,9950,POONAWALLA-N3,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2551297,9966,POONAWALLA-N4,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2552065,9969,POONAWALLA-N5,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2553601,9975,POONAWALLA-N6,,0.0,,0.0,0.01,1,EQ,NSE,NSE
2555393,9982,POONAWALLA-N7,,0.0,,0.0,0.01,1,EQ,NSE,NSE
3834113,14977,POWERGRID,POWER GRID CORP..,0.0,,0.0,0.05,1,EQ,NSE,NSE
4724993,18457,POWERINDIA,HITACHI ENERGY INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2681089,10473,POWERMECH,POWER MECH PROJECTS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3893505,15209,PPAP,PPAP AUTOMOTIVE,0.0,,0.0,0.05,1,EQ,NSE,NSE
2636033,10297,PPL,PRAKASH PIPES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2962177,11571,PPLPHARMA,PIRAMAL PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
3568897,13941,PRAENG,PRAJAY ENG. SYN..,0.0,,0.0,0.05,1,EQ,NSE,NSE
692481,2705,PRAJIND,PRAJ INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
693249,2708,PRAKASH,PRAKASH INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
5018369,19603,PRAKASHSTL-BE,PRAKASH STEELAGE,0.0,,0.0,0.05,1,EQ,NSE,NSE
311297,1216,PRAXIS-BE,PRAXIS HOME RETAIL,0.0,,0.0,0.05,1,EQ,NSE,NSE
3226369,12603,PRECAM,PRECISION CAMSHAFTS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2035201,7950,PRECISION-SM,PRECISION METALIKS,0.0,,0.0,0.05,2000,EQ,NSE,NSE
694017,2711,PRECOT,PRECOT,0.0,,0.0,0.05,1,EQ,NSE,NSE
695553,2717,PRECWIRE,PRECISION WIRES INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4458241,17415,PREMEXPLN-BE,PREMIER EXPLOSIVES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1599489,6248,PREMIER-BE,PREMIER,0.0,,0.0,0.05,1,EQ,NSE,NSE
2662657,10401,PREMIERPOL-BE,PREMIER POLYFILMS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2988033,11672,PRESSMN-BE,PRESSMAN ADVERTISING,0.0,,0.0,0.05,1,EQ,NSE,NSE
5197313,20302,PRESTIGE,PRESTIGE ESTATE,0.0,,0.0,0.05,1,EQ,NSE,NSE
5025537,19631,PRICOLLTD,PRICOL,0.0,,0.0,0.05,1,EQ,NSE,NSE
3037185,11864,PRIMESECU,PRIME SECURITIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4107521,16045,PRINCEPIPE,PRINCE PIPES FITTINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2125825,8304,PRITI,PRITI INTERNATIONAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
3320577,12971,PRITIKA-SM,PRITIKA ENG COMPO,0.0,,0.0,0.05,4000,EQ,NSE,NSE
1355777,5296,PRITIKAUTO-BE,PRITIKA AUTO INDUS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2259201,8825,PRIVISCL,PRIVI SPECIALITY CHE,0.0,,0.0,0.05,1,EQ,NSE,NSE
4954113,19352,PROLIFE-SM,PROLIFE INDUSTRIES,0.0,,0.0,0.05,500,EQ,NSE,NSE
2236161,8735,PROPEQUITY-SM,P. E. ANALYTICS,0.0,,0.0,0.05,1200,EQ,NSE,NSE
4219649,16483,PROV-SM,PROVENTUS AGROCOM,0.0,,0.0,0.05,160,EQ,NSE,NSE
7387905,28859,PROZONER,PROZONE REALTY,0.0,,0.0,0.05,1,EQ,NSE,NSE
701185,2739,PRSMJOHNSN,PRISM JOHNSON,0.0,,0.0,0.05,1,EQ,NSE,NSE
2445569,9553,PRUDENT,PRUDENT CORP ADV SER,0.0,,0.0,0.05,1,EQ,NSE,NSE
5376257,21001,PSB,PUNJAB & SIND BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
3734785,14589,PSBKICINAV,ICICIPRAMC - PSBKICINAV,0.0,,0.0,0.01,1,EQ,NSE,NSE
5344513,20877,PSPPROJECT,PSP PROJECTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3733505,14584,PSUBANKICI,ICICIPRAMC - PSUBANKICI,0.0,,0.0,0.01,1,EQ,NSE,NSE
3848193,15032,PSUBNKBEES,NIP IND ETF PSU BANK BEES,0.0,,0.0,0.01,1,EQ,NSE,NSE
2906881,11355,PTC,PTC INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4270593,16682,PTCIL,PTC INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
3609857,14101,PTL,PTL ENTERPRISES,0.0,,0.0,0.05,1,EQ,NSE,NSE
